Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Volkswagen,Polo,1.2,2013,124707,169000,benzín,manual,66,Autoesa
Mercedes-Benz,CLK,1.8,2008,151764,169000,benzín,automat,135,Autoesa
Volvo,V60,1.6,2012,200000,169000,Nafta,Automatická,84,Sauto
Mini,Countryman,1.6,2014,127980,169000,Benzín,Manuální,72,Sauto
Honda,Odyssey,3.5,2004,325000,169000,Benzín,Automatická,180,Sauto
Renault,Clio,0.9,2019,76034,169000,Benzín,Manuální,56,Sauto
Volvo,S80,3.2,2007,114033,169000,benzín,automat,175,Autoesa
Bmw,Rada 3,3.0,2009,203266,169000,Benzín,Manuální,160,Sauto
Peugeot,Rcz,1.6,2010,140855,169000,Benzín,Manuální,115,Sauto
Dacia,Duster,1.6,2011,152053,169000,LPG + benzín,Manuální,77,Sauto
Volvo,Xc90,2.4,2008,289000,169000,Nafta,Automatická,136,Sauto
Citroën,C4,1.8,2012,180392,169000,nafta,manual,110,Autoesa
Honda,Civic,2.2,2013,118380,169000,Nafta,Manuální,110,Sauto
Kia,Cee D,1.4,2014,99500,169877,Benzín,Manuální,73,Sauto
Renault,Laguna,2.0,2015,215000,169900,Nafta,Manuální,110,Sauto
Fiat,Freemont,2.0,2011,196300,169900,Nafta,Manuální,103,Sauto
Mini,Clubman,1.6,2013,195520,169900,Benzín,Manuální,72,Sauto
Subaru,Forester,2.0,2005,159311,169900,Benzín,Manuální,116,Sauto
Honda,Cr V,2.2,2010,274295,169900,Nafta,Automatická,110,Sauto
Honda,Civic,1.3,2013,150000,169900,Benzín,Manuální,73,Sauto
Honda,Cr V,2.0,2004,139185,169900,Benzín,Manuální,110,Sauto
Toyota,Auris,1.3,2010,62685,169900,Benzín,Manuální,74,Sauto
Mazda,3,2.0,2014,249097,169900,Benzín,Manuální,88,Sauto
Toyota,Rav4,2.0,2009,191000,169900,Benzín,Manuální,112,Sauto
Honda,Prelude,2.2,1997,123001,169900,Benzín,Automatická,136,Sauto
Mitsubishi,Outlander,2.3,2013,231349,169900,Nafta,Manuální,110,Sauto
Opel,Astra,1.6,2015,72858,169990,Benzín,Manuální,85,Sauto
Mercedes Benz,Tridy S,3.0,2008,335000,169990,Nafta,Automatická,173,Sauto
Bmw,X3,3.0,2013,383839,169999,Nafta,Automatická,190,Sauto
Citroen,C5,2.0,2015,199092,169999,Nafta,Manuální,103,Sauto
Citroen,C5,2.0,2014,163565,169999,Nafta,Automatická,120,Sauto
Ford,C Max,2.0,2014,168937,169999,Nafta,Manuální,103,Sauto
Peugeot,5008,1.6,2014,98245,169999,Benzín,Manuální,88,Sauto
Audi,Q5,2.0,2009,333388,169999,Nafta,Automatická,125,Sauto
Peugeot,308,1.2,2015,135252,169999,Benzín,Manuální,96,Sauto
Mazda,6,2.0,2008,120038,169999,Benzín,Manuální,108,Sauto
Honda,Accord,2.0,2010,226500,169999,LPG + benzín,Manuální,115,Sauto
Mercedes Benz,Viano,3.0,2006,294741,169999,Nafta,Automatická,150,Sauto
Jeep,Cherokee,2.8,2007,239675,169999,Nafta,Automatická,120,Sauto
Bmw,Rada 5,2.0,2015,294437,169999,Nafta,Automatická,160,Sauto
Subaru,Outback,2.0,2014,160785,170000,Nafta,Manuální,110,Sauto
Toyota,Avensis,2.2,2012,196249,170000,nafta,manual,130,Autoesa
Honda,Cr V,2.0,2010,177940,170000,LPG + benzín,Manuální,110,Sauto
Opel,Insignia,2.8,2012,178932,170000,Benzín,Automatická,191,Sauto
Citroën,C4,1.6,2013,184960,170000,nafta,automat,85,Autoesa
Seat,Toledo,1.2,2015,118084,170000,nafta,manual,77,Autoesa
Kia,Ceed,1.6,2013,147880,170000,benzín,manual,99,Autoesa
Dacia,Lodgy,1.5,2020,150836,170000,nafta,manual,70,Autoesa
Citroen,Berlingo,1.6,2014,195000,170000,Nafta,Manuální,84,Sauto
Bmw,Rada 1,1.6,2012,200690,170000,Benzín,Manuální,125,Sauto
Citroën,Berlingo,1.6,2017,101070,170000,nafta,manual,73,Autoesa
Toyota,RAV4,2.2,2009,140600,170000,nafta,manual,130,Autoesa
Renault,Scénic,1.5,2016,141731,170000,nafta,manual,81,Autoesa
Škoda,Rapid,1.2,2014,138028,170000,benzín,manual,77,Autoesa
Dacia,Lodgy,1.2,2016,116061,170000,Benzín,Manuální,85,Sauto
Škoda,Superb,3.6,2014,265300,170000,benzín,automat,191,Autoesa
Renault,Megane,1.2,2015,139357,170000,Benzín,Automatická,97,Sauto
Kia,Cee D,1.6,2013,147880,170000,Benzín,Manuální,99,Sauto
Skoda,Rapid,1.6,2014,150958,170000,Nafta,Manuální,66,Sauto
Skoda,Rapid,1.6,2015,169330,170000,Nafta,Manuální,66,Sauto
Peugeot,508,1.6,2015,167371,170000,nafta,manual,88,Autoesa
Nissan,Juke,1.2,2015,128168,170000,benzín,manual,85,Autoesa
Opel,Astra,1.6,2015,94300,170000,Benzín,Manuální,85,Sauto
Mini,Cooper S,1.6,2008,175474,170000,Benzín,Manuální,128,Sauto
Mercedes Benz,Tridy B,1.8,2012,261695,170000,Nafta,Automatická,100,Sauto
Kia,Carens,1.7,2013,182395,170000,Nafta,Manuální,100,Sauto
Mazda,Mx 5,1.8,2007,108840,170000,Benzín,Manuální,93,Sauto
Toyota,Yaris,1.3,2012,92040,170000,benzín,manual,73,Autoesa
Seat,Toledo,1.2,2015,101247,170000,Benzín,Manuální,66,Sauto
Dacia,Dokker,1.6,2019,125925,170000,Benzín,Manuální,75,Sauto
Hyundai,I30,1.6,2014,143245,170000,Benzín,Manuální,88,Sauto
Renault,Clio,1.2,2018,61225,170000,benzín,manual,54,Autoesa
Renault,Clio,1.1,2018,61225,170000,Benzín,Manuální,54,Sauto
Opel,Astra,1.6,2016,119329,170000,Nafta,Manuální,100,Sauto
Mitsubishi,Outlander,2.3,2011,151420,170000,Nafta,Manuální,103,Sauto
Dacia,Duster,1.2,2014,134742,170000,LPG + benzín,manual,92,Autoesa
Hyundai,Ix35,1.7,2011,143254,170000,nafta,manual,85,Autoesa
Renault,Megane,1.5,2017,179683,172000,Nafta,Manuální,66,Sauto
Bmw,Rada 3,3.0,2009,173065,172000,Benzín,Automatická,160,Sauto
Hyundai,Ix35,1.7,2015,235197,172000,nafta,manual,85,Autoesa
Renault,Mégane,1.5,2017,179683,172000,nafta,manual,66,Autoesa
Audi,A3,1.2,2012,110481,172000,Benzín,Manuální,77,Sauto
Audi,A3,1.2,2012,110481,172000,benzín,manual,77,Autoesa
Peugeot,2008,1.6,2014,167529,173000,nafta,manual,84,Autoesa
Hyundai,Ix35,1.7,2011,135411,174000,nafta,manual,85,Autoesa
Dacia,Sandero,1.0,2018,47413,174000,benzín,manual,54,Autoesa
Citroën,C4,1.2,2015,128784,174000,benzín,manual,81,Autoesa
Hyundai,Ix35,2.0,2012,154800,174877,Nafta,Manuální,100,Sauto
Nissan,Qashqai,2.0,2011,190512,174900,Nafta,Manuální,110,Sauto
Kia,Cee D,1.6,2015,167000,174900,Nafta,Manuální,100,Sauto
Mazda,3,1.6,2010,127000,174900,Benzín,Manuální,77,Sauto
Honda,Accord,2.2,2009,206000,174900,Nafta,Automatická,110,Sauto
Mazda,2,1.3,2014,106690,174900,Benzín,Manuální,62,Sauto
Nissan,Qashqai,1.2,2015,148303,174990,Benzín,Manuální,85,Sauto
Peugeot,2008,1.6,2017,135382,175000,nafta,manual,73,Autoesa
Jeep,Compass,2.1,2013,180000,175000,Nafta,Manuální,100,Sauto
Ford,Fiesta,1.1,2018,167380,175000,Benzín,Manuální,51,Sauto
Fiat,Freemont,2.0,2011,209537,175000,nafta,manual,125,Autoesa
Kia,Cee D,1.6,2014,127292,175000,Nafta,Manuální,94,Sauto
Mini,Cooper S,1.6,2008,179500,175000,Benzín,Manuální,141,Sauto
Mercedes Benz,Tridy B,2.0,2010,120409,175000,Benzín,Manuální,100,Sauto
Opel,Astra,1.6,2014,139058,175000,Benzín,Manuální,132,Sauto
Renault,Mégane,1.2,2015,89647,175000,benzín,manual,85,Autoesa
Kia,Ceed,1.6,2014,127292,175000,nafta,manual,94,Autoesa
Volkswagen,Tiguan,2.0,2009,147132,175000,benzín,automat,110,Autoesa
Opel,Astra,1.4,2013,107594,175000,Benzín,Manuální,103,Sauto
Honda,Accord,2.4,2010,195023,175000,Benzín,Automatická,148,Sauto
Citroën,C4,1.2,2015,100036,175000,benzín,manual,96,Autoesa
Seat,Toledo,1.6,2013,135500,175000,Nafta,Manuální,77,Sauto
Mercedes-Benz,Třída,2.0,2011,151872,175000,nafta,manual,80,Autoesa
Honda,Accord,2.4,2009,223785,175000,Benzín,Automatická,148,Sauto
Subaru,Forester,2.0,2008,170574,175000,Benzín,Automatická,110,Sauto
Honda,Civic,1.3,2014,154632,175000,Benzín,Manuální,73,Sauto
Kia,Venga,1.6,2013,121149,175000,benzín,manual,92,Autoesa
Honda,Cr V,2.2,2011,199500,175000,Nafta,Automatická,110,Sauto
Honda,Civic,1.8,2010,142200,175000,Benzín,Manuální,103,Sauto
Nissan,Qashqai,2.0,2011,196500,176000,Nafta,Manuální,110,Sauto
Volkswagen,Passat,2.0,2011,219771,177000,Nafta,Manuální,103,Sauto
Mazda,6,2.2,2014,195083,177000,Nafta,Manuální,110,Sauto
Honda,Cr V,2.2,2008,200044,177000,Nafta,Manuální,124,Sauto
Renault,Scenic,1.4,2012,149539,178000,Benzín,Manuální,96,Sauto
Mini,Cooper S,1.6,2011,150000,178000,Benzín,Manuální,135,Sauto
Fiat,Sedici,1.6,2012,151803,178000,Benzín,Manuální,88,Sauto
Seat,Leon,1.6,2015,205720,178000,Nafta,Manuální,77,Sauto
Bmw,Rada 3,3.0,2011,216334,178900,Nafta,Automatická,180,Sauto
Audi,A3,1.4,2010,173747,178999,Benzín,Automatická,92,Sauto
Škoda,Fabia,1.4,2017,188502,179000,nafta,manual,66,Autoesa
Honda,Civic,1.8,2013,136107,179000,Benzín,Manuální,104,Sauto
Volvo,Xc60,2.4,2009,273000,179000,Nafta,Manuální,120,Sauto
Mitsubishi,Asx,1.6,2015,222568,179000,Benzín,Manuální,86,Sauto
Jeep,Grand Cherokee,3.0,2006,257000,179000,Nafta,Automatická,160,Sauto
Dacia,Duster,1.5,2016,205000,179000,Nafta,Manuální,80,Sauto
Opel,Corsa,1.4,2017,83500,179000,Benzín,Manuální,74,Sauto
Seat,Ibiza,1.2,2011,58021,179000,benzín,automat,77,Autoesa
Porsche,Cayenne,4.5,2004,195000,179000,Benzín,Automatická,250,Sauto
Mini,Countryman,2.0,2012,243500,179000,Nafta,Manuální,105,Sauto
Honda,Cr V,2.2,2008,218000,179000,Nafta,Manuální,103,Sauto
Peugeot,308,1.2,2019,170879,179000,Benzín,Manuální,96,Sauto
Jeep,Grand Cherokee,3.0,2007,198000,179000,Nafta,Automatická,160,Sauto
Jeep,Grand Cherokee,3.0,2007,202180,179000,Nafta,Automatická,160,Sauto
Opel,Astra,1.6,2016,169730,179000,Nafta,Manuální,81,Sauto
Citroën,C4,1.2,2015,111715,179000,benzín,manual,81,Autoesa
Subaru,Xv,2.0,2012,251248,179000,Nafta,Manuální,108,Sauto
Mazda,5,1.8,2013,163387,179000,Benzín,Manuální,85,Sauto
Seat,Mii,1.0,2019,41828,179000,Benzín,Manuální,44,Sauto
Mitsubishi,Outlander,2.2,2008,194155,179000,Nafta,Manuální,115,Sauto
Honda,Hr V,1.6,2015,335079,179000,Nafta,Manuální,88,Sauto
Jeep,Grand Cherokee,3.0,2007,253000,179000,Nafta,Automatická,160,Sauto
Jeep,Grand Cherokee,3.0,2006,199000,179000,Nafta,Automatická,160,Sauto
Nissan,Patrol,3.0,2001,96400,179000,Nafta,Automatická,116,Sauto
Peugeot,3008,1.6,2014,151488,179000,nafta,manual,84,Autoesa
Bmw,Rada 3,2.0,2009,187000,179000,Benzín,Manuální,125,Sauto
Mazda,6,2.0,2010,139782,179000,benzín,manual,114,Autoesa
Citroën,Berlingo,1.2,2017,131239,179000,benzín,manual,81,Autoesa
Dacia,Duster,1.2,2015,113443,179000,Benzín,Manuální,92,Sauto
Peugeot,2008,1.2,2017,86429,179000,Benzín,Manuální,60,Sauto
Dacia,Sandero,1.0,2021,55131,179000,LPG + benzín,Manuální,74,Sauto
Škoda,Octavia,2.0,2016,229696,179000,nafta,manual,110,Autoesa
Škoda,Octavia,1.6,2014,208361,179000,nafta,manual,77,Autoesa
Opel,Zafira,1.6,2016,191168,179800,Nafta,Manuální,100,Sauto
Hyundai,I30,1.6,2015,141400,179877,Nafta,Manuální,81,Sauto
Mitsubishi,Lancer,1.8,2009,105420,179900,Benzín,Manuální,105,Sauto
Honda,Jazz,1.3,2012,152000,179900,Benzín,Automatická,73,Sauto
Peugeot,Partner,1.6,2017,167000,179900,Nafta,Manuální,73,Sauto
Mitsubishi,Space Star,1.2,2016,57909,179900,Benzín,Manuální,59,Sauto
Volvo,V60,1.6,2013,147000,179900,Nafta,Manuální,84,Sauto
Mini,Cooper,1.6,2011,113007,179900,Benzín,Manuální,90,Sauto
Honda,Cr V,2.2,2012,232310,179900,Nafta,Automatická,110,Sauto
Porsche,Cayenne,3.2,2005,202000,179900,Benzín,Automatická,184,Sauto
Subaru,Svx,3.3,1992,150000,179900,Benzín,Automatická,169,Sauto
Mitsubishi,Asx,1.6,2011,131744,179900,Benzín,Manuální,86,Sauto
Citroen,Berlingo,1.6,2016,184500,179900,Nafta,Manuální,73,Sauto
Mercedes Benz,Tridy C,1.8,2007,193500,179900,Benzín,Automatická,135,Sauto
Kia,Cee D,1.6,2013,107700,179900,Benzín,Manuální,99,Sauto
Peugeot,308,1.6,2016,124776,179990,Nafta,Manuální,88,Sauto
Peugeot,Partner Tepee,1.6,2017,247000,179990,Nafta,Manuální,88,Sauto
Kia,Sportage,1.7,2013,151002,179990,Nafta,Manuální,85,Sauto
Bmw,X1,2.0,2011,165165,179999,Nafta,Manuální,105,Sauto
Toyota,Avensis,1.8,2009,181005,179999,Benzín,Manuální,108,Sauto
Citroen,C5,2.0,2015,163912,179999,Nafta,Automatická,133,Sauto
Mini,Countryman,1.6,2013,142604,179999,Benzín,Manuální,90,Sauto
Mini,One,1.2,2015,179800,179999,Benzín,Manuální,75,Sauto
Mitsubishi,L200,2.5,2008,231957,179999,Nafta,Manuální,100,Sauto
Audi,A3,1.6,2012,189072,179999,Nafta,Manuální,66,Sauto
Seat,Leon,2.0,2016,186355,179999,Nafta,Manuální,81,Sauto
Subaru,Impreza,1.6,2013,119209,179999,Benzín,Manuální,84,Sauto
Citroën,C4,1.6,2014,49054,180000,benzín,manual,88,Autoesa
Citroën,C4,2.0,2015,163474,180000,nafta,manual,110,Autoesa
Kia,Sportage,1.7,2013,228881,180000,nafta,manual,85,Autoesa
Renault,Clio,1.2,2018,75043,180000,benzín,manual,54,Autoesa
Citroën,C4,1.6,2014,163900,180000,LPG + benzín,manual,88,Autoesa
Renault,Megane,1.5,2016,151310,180000,Nafta,Manuální,81,Sauto
Kia,Ceed,1.4,2017,106905,180000,benzín,manual,73,Autoesa
Kia,Ceed,1.6,2014,142755,180000,nafta,manual,81,Autoesa
Nissan,Qashqai,1.6,2013,121166,180000,nafta,manual,96,Autoesa
Kia,Cee D,1.4,2017,89333,180000,Benzín,Manuální,73,Sauto
Peugeot,3008,1.6,2015,169647,180000,nafta,manual,88,Autoesa
Opel,Meriva,1.4,2016,95916,180000,Benzín,Automatická,88,Sauto
Mazda,2,1.25,2014,51444,180000,benzín,manual,62,Autoesa
Volkswagen,Golf,1.6,2014,204634,180000,nafta,manual,77,Autoesa
Škoda,Octavia,1.6,2017,249200,180000,nafta,manual,85,Autoesa
Peugeot,308,1.2,2014,114946,180000,benzín,automat,96,Autoesa
Kia,Ceed,1.4,2013,102317,180000,benzín,manual,73,Autoesa
Opel,Mokka,1.4,2014,145850,180000,Benzín,Automatická,103,Sauto
Mitsubishi,Asx,1.6,2012,147242,180000,Benzín,Manuální,86,Sauto
Volkswagen,Golf,1.6,2016,145097,180000,nafta,manual,81,Autoesa
Fiat,500,1.2,2014,100245,180000,benzín,manual,51,Autoesa
Kia,Sportage,1.7,2014,203026,180000,nafta,manual,85,Autoesa
Subaru,Forester,2.0,2014,178636,180000,Nafta,Manuální,108,Sauto
Hyundai,I10,1.0,2017,13180,180000,Benzín,Manuální,48,Sauto
Mini,Countryman,1.6,2011,197000,180000,Benzín,Manuální,90,Sauto
Volvo,V60,2.0,2015,279107,180000,Nafta,Automatická,100,Sauto
Mini,Cooper,1.6,2013,121271,180000,Benzín,Manuální,90,Sauto
Mini,Countryman,2.0,2011,143000,180000,Nafta,Automatická,82,Sauto
Subaru,Tribeca,3.6,2009,243000,180000,Benzín,Automatická,190,Sauto
Volvo,V40,2.0,2014,240142,180000,Nafta,Manuální,140,Sauto
Renault,Megane,1.2,2018,197086,180000,Benzín,Manuální,74,Sauto
Honda,Cr V,2.0,2012,101115,180000,Benzín,Manuální,110,Sauto
Mitsubishi,Outlander,2.3,2014,277898,180000,Nafta,Manuální,110,Sauto
Mitsubishi,Outlander,2.2,2014,256000,180000,Nafta,Automatická,110,Sauto
Fiat,Ducato,2.0,2013,180610,180000,nafta,manual,85,Autoesa
Jeep,Cherokee,2.8,2009,209014,180000,Nafta,Manuální,130,Sauto
Volkswagen,Touran,1.4,2011,159704,180000,benzín,manual,103,Autoesa
Opel,Astra,1.6,2017,175549,180000,Nafta,Manuální,81,Sauto
Nissan,Juke,1.6,2014,116591,180000,Benzín,Automatická,86,Sauto
Hyundai,Ix35,2.0,2012,169793,180000,nafta,manual,135,Autoesa
Peugeot,308,1.6,2016,120303,180000,nafta,manual,88,Autoesa
Mini,Countryman,1.6,2011,125297,180000,Benzín,Manuální,90,Sauto
Hyundai,Ix35,2.0,2012,169793,180000,Nafta,Manuální,135,Sauto
Seat,Alhambra,2.0,2011,174247,180000,nafta,automat,103,Autoesa
Mazda,3,2.2,2014,222000,180000,Nafta,Automatická,110,Sauto
Volvo,V60,2.0,2015,279107,180000,nafta,automat,100,Autoesa
Citroën,C4,1.6,2015,198309,180000,nafta,manual,85,Autoesa
Citroën,C4,1.6,2015,198083,180000,nafta,manual,88,Autoesa
Kia,Sportage,1.7,2013,228881,180000,Nafta,Manuální,85,Sauto
Subaru,Forester,2.0,2014,273483,180000,Benzín,Automatická,110,Sauto
Audi,A1,1.2,2012,130980,180000,benzín,manual,63,Autoesa
Mazda,626,2.5,1993,39400,180000,Benzín,Manuální,123,Sauto
Renault,Scénic,1.5,2014,158694,180000,nafta,manual,81,Autoesa
Mitsubishi,Asx,1.8,2013,138902,180000,Nafta,Manuální,110,Sauto
Renault,Captur,1.2,2014,123153,180000,benzín,automat,88,Autoesa
Kia,Sportage,1.7,2014,203026,180000,Nafta,Manuální,85,Sauto
Nissan,Pathfinder,2.5,2013,429200,181500,Nafta,Manuální,140,Sauto
Kia,Ceed,1.4,2018,160804,182000,benzín,manual,73,Autoesa
Citroën,C4,1.2,2017,108573,183000,benzín,automat,96,Autoesa
Opel,Astra,1.6,2018,157042,184000,Nafta,Manuální,81,Sauto
Nissan,Pulsar,1.2,2017,116464,184800,Benzín,Manuální,85,Sauto
Subaru,Impreza,2.0,2008,145489,184900,Benzín,Manuální,110,Sauto
Mazda,5,1.6,2015,139400,184999,Nafta,Manuální,85,Sauto
Subaru,Forester,2.0,2013,240856,184999,Nafta,Manuální,108,Sauto
Mercedes Benz,Tridy E,2.6,2004,103093,184999,Benzín,Automatická,130,Sauto
Bmw,Rada 7,4.4,2010,359000,185000,Benzín,Automatická,300,Sauto
Porsche,928,4.7,1981,204000,185000,Benzín,Manuální,177,Sauto
Dacia,Sandero,1.0,2019,27779,185000,benzín,manual,54,Autoesa
Citroën,C4,2.0,2016,242525,185000,nafta,manual,110,Autoesa
Audi,A5,3.0,2008,250359,185000,Nafta,Manuální,176,Sauto
Audi,A3,1.2,2012,151217,185000,benzín,manual,77,Autoesa
Jeep,Grand Cherokee,3.0,2005,196331,185000,Nafta,Automatická,160,Sauto
Peugeot,2008,1.6,2016,196500,185000,Nafta,Manuální,73,Sauto
Audi,A5,3.0,2008,250359,185000,nafta,manual,176,Autoesa
Ford,Galaxy,1.6,2014,148479,185000,benzín,manual,118,Autoesa
Volvo,XC60,2.4,2010,276959,185000,nafta,automat,129,Autoesa
Fiat,Freemont,2.0,2014,219090,185000,Nafta,Automatická,125,Sauto
Ford,Galaxy,2.0,2014,239675,185000,nafta,automat,120,Autoesa
Peugeot,3008,1.6,2014,175511,185000,nafta,automat,84,Autoesa
Volvo,Xc60,2.4,2010,276959,185000,Nafta,Automatická,129,Sauto
Audi,A3,2.0,2008,135188,185000,nafta,manual,125,Autoesa
Nissan,Micra,1.5,2017,110963,185000,nafta,manual,66,Autoesa
Seat,Leon,1.2,2013,117100,185000,Benzín,Manuální,77,Sauto
Mazda,5,1.8,2014,160000,185000,Benzín,Manuální,85,Sauto
Honda,Cr V,1.6,2014,257000,185000,Nafta,Manuální,88,Sauto
Audi,A3,2.0,2008,135188,185000,Nafta,Manuální,125,Sauto
Kia,Ceed,1.6,2015,131334,185000,benzín,manual,99,Autoesa
Peugeot,2008,1.2,2016,86948,185000,benzín,manual,60,Autoesa
Nissan,Pulsar,1.2,2015,63172,185000,benzín,manual,85,Autoesa
Volvo,Xc90,2.4,2006,253000,185999,Nafta,Automatická,136,Sauto
Hyundai,Ix35,2.0,2010,143141,186000,LPG + benzín,manual,120,Autoesa
Subaru,Xv,1.6,2014,198000,187000,Benzín,Manuální,84,Sauto
Volkswagen,Golf,1.6,2013,226188,187000,nafta,manual,77,Autoesa
Ford,Galaxy,2.0,2010,174845,187000,Nafta,Manuální,103,Sauto
Dacia,Dokker,1.5,2017,126000,187550,Nafta,Manuální,55,Sauto
Ford,Focus,1.6,2015,138671,188000,nafta,manual,85,Autoesa
Mercedes Benz,Tridy E,2.1,2012,384000,188000,Nafta,Automatická,100,Sauto
Hyundai,Ix35,1.6,2013,189251,188000,Benzín,Manuální,99,Sauto
Volkswagen,Touran,1.6,2012,175436,188000,Nafta,Automatická,77,Sauto
Mercedes Benz,Slk,1.8,2005,219000,188000,Benzín,Manuální,120,Sauto
Mercedes Benz,Ml,3.0,2007,244125,188000,Nafta,Automatická,165,Sauto
Nissan,Navara,2.5,2008,230000,188000,Nafta,Manuální,126,Sauto
Bmw,Rada 3,2.0,2013,280000,188000,Nafta,Manuální,85,Sauto
Volvo,V60,2.0,2011,167000,188000,Nafta,Manuální,120,Sauto
Citroen,Grand C4 Picasso,2.0,2015,243454,188000,Nafta,Automatická,110,Sauto
Peugeot,3008,1.6,2016,241859,188000,Nafta,Automatická,88,Sauto
Mini,Countryman,1.6,2011,203063,188500,Nafta,Manuální,82,Sauto
Volvo,Xc60,2.4,2009,296024,188800,Nafta,Manuální,120,Sauto
Mercedes Benz,Tridy B,1.8,2012,161080,188999,Nafta,Manuální,80,Sauto
Dacia,Duster,1.5,2010,146076,188999,Nafta,Manuální,81,Sauto
Volvo,Xc60,2.4,2013,357000,189000,Nafta,Automatická,120,Sauto
Porsche,924,2.0,1980,45558,189000,Benzín,Automatická,92,Sauto
Kia,Cee D,1.6,2018,111024,189000,Nafta,Manuální,100,Sauto
Jeep,Cherokee,2.8,2010,248000,189000,Nafta,Automatická,130,Sauto
Jeep,Grand Cherokee,3.0,2008,226000,189000,Nafta,Automatická,160,Sauto
Mini,Countryman,1.6,2010,162119,189000,Benzín,Automatická,90,Sauto
Mercedes Benz,Tridy E,3.0,2009,340000,189000,Nafta,Automatická,170,Sauto
Jeep,Grand Cherokee,4.7,2002,315000,189000,Benzín,Automatická,190,Sauto
Volkswagen,Beetle,2.0,2012,193712,189000,nafta,manual,103,Autoesa
Jeep,Cherokee,2.4,2017,235000,189000,Benzín,Automatická,135,Sauto
Mini,Cooper S,1.6,2009,155000,189000,Benzín,Manuální,128,Sauto
Audi,A3,1.4,2013,168901,189000,benzín,manual,90,Autoesa
Subaru,Forester,2.0,2013,124929,189000,Nafta,Manuální,108,Sauto
Jeep,Grand Cherokee,3.0,2007,240000,189000,Nafta,Automatická,160,Sauto
Kia,Ceed,1.4,2016,89950,189000,benzín,manual,73,Autoesa
Jeep,Grand Cherokee,3.0,2007,256000,189000,Nafta,Automatická,160,Sauto
Bmw,X1,2.0,2011,218300,189000,Nafta,Manuální,105,Sauto
Kia,Ceed,1.6,2018,111024,189000,nafta,manual,100,Autoesa
Volkswagen,Passat,1.6,2013,145294,189000,nafta,manual,77,Autoesa
Honda,Cr V,2.2,2007,110000,189000,Nafta,Manuální,103,Sauto
Jeep,Cherokee,2.8,2013,231300,189000,Nafta,Manuální,147,Sauto
Opel,Zafira,2.0,2013,166900,189000,Nafta,Manuální,96,Sauto
Jeep,Grand Cherokee,2.7,2003,226000,189000,Nafta,Automatická,120,Sauto
Jeep,Grand Cherokee,3.7,2006,255000,189000,Benzín,Automatická,154,Sauto
Škoda,Octavia,1.6,2014,155517,189000,nafta,manual,77,Autoesa
Jeep,Cherokee,2.8,2006,183000,189000,Nafta,Automatická,120,Sauto
Dacia,Dokker,1.5,2020,172000,189000,Nafta,Manuální,70,Sauto
Peugeot,2008,1.2,2016,101000,189000,Benzín,Manuální,81,Sauto
Honda,Odyssey,3.5,2006,377547,189000,LPG + benzín,Automatická,180,Sauto
Citroën,Jumpy,2.0,2013,203445,189000,nafta,manual,94,Autoesa
Volvo,Xc60,2.0,2011,327000,189000,Nafta,Manuální,120,Sauto
Volvo,Xc90,2.4,2005,134589,189000,Nafta,Manuální,120,Sauto
Citroën,C4,2.0,2017,221586,189000,nafta,manual,110,Autoesa
Volvo,Xc60,2.0,2010,212000,189000,Nafta,Manuální,120,Sauto
Volvo,V40,1.6,2014,189100,189000,Nafta,Manuální,84,Sauto
Skoda,Fabia,1.0,2017,171000,189000,Benzín,Manuální,81,Sauto
Subaru,Xv,2.0,2013,119400,189877,Nafta,Manuální,108,Sauto
Honda,Cr V,2.2,2011,191000,189900,Nafta,Automatická,110,Sauto
Bmw,X3,2.0,2009,221600,189900,Nafta,Manuální,130,Sauto
Mercedes Benz,Tridy C,1.8,2011,169478,189900,Benzín,Manuální,115,Sauto
Citroen,Ds4,2.0,2015,196000,189900,Nafta,Manuální,110,Sauto
Dacia,Duster,1.6,2011,92000,189900,Benzín,Manuální,77,Sauto
Honda,Accord,2.0,2010,108519,189900,Benzín,Automatická,115,Sauto
Skoda,Citigo,1.0,2015,66855,189900,Benzín,Manuální,55,Sauto
Mitsubishi,Outlander,2.3,2012,262354,189900,Nafta,Manuální,130,Sauto
Honda,Accord,2.2,2002,208062,189900,Benzín,Manuální,156,Sauto
Mitsubishi,Lancer,1.8,2010,85911,189900,Benzín,Manuální,105,Sauto
Mitsubishi,L200,2.4,2006,220445,189900,Nafta,Manuální,100,Sauto
Audi,A4,2.0,2008,203500,189900,Nafta,Manuální,88,Sauto
Renault,Espace,2.0,2010,213264,189981,Nafta,Manuální,110,Sauto
Mini,Cooper,1.6,2013,119483,189990,Benzín,Manuální,90,Sauto
Mini,Countryman,2.0,2012,238000,189990,Nafta,Automatická,82,Sauto
Mercedes Benz,Tridy R,3.0,2007,235105,189990,Nafta,Automatická,165,Sauto
Jeep,Grand Cherokee,3.0,2005,252000,189999,Nafta,Automatická,160,Sauto
Mercedes Benz,Tridy S,3.5,2006,292569,189999,Benzín,Automatická,200,Sauto
Mazda,Mx 5,1.8,2005,154618,189999,Benzín,Manuální,93,Sauto
