Značka,Model,Objem (l),Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Volvo,Xc90,2.0,235249,499900,Nafta,Automaticka,177,9
Toyota,Corolla,1.5,0,499900,Benzin,Manualni,92,1
Toyota,Corolla,1.5,3,499901,Benzin,Automaticka,92,1
Porsche,Boxster,2.7,131000,499989,Benzin,Manualni,180,19
MercedesBenz,Slk,1.8,138000,499990,Benzin,Automaticka,135,12
Porsche,Boxster,2.7,156707,499990,Benzin,Automaticka,176,20
Subaru,Impreza,2.5,112379,499990,Benzin,Manualni,198,18
Kia,Cee D,1.5,20129,499990,Benzin,Automaticka,118,3
Renault,Megane,1.6,28289,499990,Hybridni,Automaticka,118,4
Hyundai,I30,1.0,4500,499990,Benzin,Manualni,74,1
Subaru,Outback,2.5,166783,499990,Benzin,Automaticka,129,6
Audi,A5,2.0,136651,499990,Nafta,Automaticka,110,7
Seat,Ateca,1.5,111000,499990,Benzin,Automaticka,110,5
Renault,Talisman,1.8,25442,499999,Benzin,Automaticka,165,6
Toyota,Proace Verso,2.0,72103,499999,Nafta,Manualni,110,6
BMW,X1,2.0,70148,499999,Nafta,Automaticka,110,6
Mitsubishi,Outlander,2.4,88031,499999,Hybridni,Automaticka,99,6
Subaru,Xv,2.0,98409,499999,Benzin,Automaticka,115,7
Mini,Countryman,2.0,102695,499999,Benzin,Automaticka,170,8
BMW,Rada 1,1.5,36954,499999,Benzin,Manualni,103,5
MercedesBenz,Tridy C,2.0,126500,499999,Hybridni,Automaticka,225,5
Skoda,Superb,2.0,143025,500000,Nafta,Automaticka,140,5
Ford,Kuga,1.5,52616,500000,Nafta,Automaticka,88,5
Jeep,Wrangler,3.8,86905,500000,Benzin,Automaticka,145,16
Toyota,Rav4,2.5,153722,500000,Hybridni,Automaticka,145,7
Nissan,X Trail,1.7,51988,500000,Nafta,Automaticka,110,5
Mazda,6,2.5,115500,500000,Benzin,Automaticka,143,7
Skoda,Karoq,2.0,88427,500000,Nafta,Manualni,110,6
Volvo,Xc90,2.0,166989,500000,Nafta,Automaticka,165,9
Volvo,XC60,2.0,89685,500000,Benzin,Automaticka,180,9
Skoda,Kodiaq,2.0,197255,500000,Nafta,Automaticka,140,8
Toyota,Rav4,2.0,45015,500000,Benzin,Manualni,112,8
Jeep,Compass,1.4,30089,500000,Benzin,Automaticka,125,6
Volkswagen,TRoc,2.0,128180,500000,Nafta,Automaticka,110,7
Volkswagen,Touran,1.5,111673,500000,Benzin,Manualni,110,5
Volkswagen,Golf,1.5,33666,500000,Benzin,Manualni,110,4
Opel,Combo,1.5,15338,500000,Nafta,Automaticka,96,5
Kia,Proceed,1.6,74092,500000,Benzin,Automaticka,150,4
Volkswagen,Tiguan,1.4,99852,500000,Benzin,Automaticka,110,9
Peugeot,5008,1.6,113309,500000,Benzin,Automaticka,133,5
Peugeot,5008,1.5,113176,500000,Nafta,Automaticka,96,5
Opel,Mokka,1.2,17753,500000,Benzin,Automaticka,96,3
Kia,Proceed,1.5,87570,500000,Benzin,Automaticka,117,4
Volkswagen,Tiguan,2.0,163732,500000,Nafta,Automaticka,140,8
Toyota,C Hr,1.8,26769,500000,Hybridni,Automaticka,90,4
Toyota,RAV4,2.0,45015,500000,Benzin,Manualni,112,8
Volkswagen,Tiguan,2.0,163732,500000,Nafta,Automaticka,140,8
Mazda,Cx 30,2.0,25700,500000,Benzin,Manualni,90,6
Opel,Grandland,1.2,26136,500000,Benzin,Manualni,96,2
Skoda,Octavia,2.0,42904,500000,Nafta,Manualni,85,2
Renault,Koleos,2.0,104547,500000,Nafta,Automaticka,130,6
Volkswagen,Golf,1.5,53172,500000,Benzin,Manualni,96,4
Kia,Cee D,1.5,24231,500000,Benzin,Automaticka,118,2
Peugeot,2008,1.2,16065,500000,Benzin,Manualni,96,5
Seat,Alhambra,2.0,101320,500000,Nafta,Automaticka,135,7
BMW,X1,2.0,74920,500000,Nafta,Automaticka,110,6
Kia,Proceed,1.6,74092,500000,Benzin,Automaticka,150,4
Nissan,Townstar,1.3,15769,500000,Benzin,Manualni,96,2
Renault,Arkana,1.6,21171,500000,Hybridni,Automaticka,103,2
Volkswagen,Golf,1.5,33666,500000,Benzin,Manualni,110,4
Volkswagen,Tiguan,1.4,99852,500000,Benzin,Automaticka,110,9
Subaru,Xv,1.6,74007,500000,Benzin,Automaticka,84,4
Citroen,C4,1.2,1,500000,Benzin,Manualni,96,0
Skoda,Karoq,2.0,154333,500000,Nafta,Automaticka,110,6
Jeep,Grand Cherokee,3.0,138000,500000,Nafta,Automaticka,184,9
Mazda,Cx 9,3.7,72000,500000,Benzin,Automaticka,204,10
Skoda,Superb,2.0,133000,500000,Nafta,Manualni,110,6
Mazda,Cx 30,2.0,120414,500000,Benzin,Automaticka,132,4
Opel,Astra,1.2,0,500233,Benzin,Manualni,81,1
Renault,Captur,1.0,5,500500,Benzin,Manualni,67,1
Dacia,Jogger,1.0,10,501400,Benzin,Manualni,74,0
Dacia,Jogger,1.0,3,501400,Benzin,Manualni,74,0
Dacia,Jogger,1.0,10,501400,Benzin,Manualni,64,1
Dacia,Jogger,1.0,5,501400,Benzin,Manualni,67,0
Dacia,Jogger,1.0,11,501400,Benzin,Manualni,74,0
Opel,Astra,1.2,0,501998,Benzin,Manualni,81,1
Renault,Captur,1.0,10,502000,Benzin,Manualni,67,0
Volkswagen,Passat Variant,1.5,54964,503000,Benzin,Manualni,110,4
Kia,Cee D,1.5,7,504000,Benzin,Manualni,103,0
Renault,Megane,1.3,10,504000,Benzin,Manualni,103,0
Mg,Hs,1.5,5217,504000,Benzin,Manualni,119,2
Mg,Mg3,1.5,10,504890,Hybridni,Automaticka,143,1
Seat,Arona,1.0,0,504900,Benzin,Manualni,70,1
Toyota,Yaris,1.5,2,504900,Benzin,Automaticka,85,0
Hyundai,I30,1.5,10,504990,Benzin,Manualni,117,0
Peugeot,2008,1.2,1,505000,Benzin,Manualni,74,0
Seat,Arona,1.0,0,505000,Benzin,Manualni,70,0
Mazda,Cx 5,2.5,137856,505000,Benzin,Automaticka,143,7
Dacia,Jogger,1.0,0,505000,Benzin,Manualni,81,0
Opel,Astra,1.2,0,505153,Benzin,Manualni,81,1
Opel,Astra,1.2,0,505413,Benzin,Manualni,81,1
Dacia,Duster,1.2,5,505500,Benzin,Manualni,96,0
Dacia,Jogger,1.0,5,505500,Benzin,Manualni,81,1
Seat,Arona,1.0,0,505900,Benzin,Manualni,70,0
Opel,Mokka,1.2,22500,505989,Benzin,Automaticka,96,1
Dacia,Jogger,1.0,0,506400,Benzin,Manualni,81,0
Renault,Captur,1.0,10,506500,Benzin,Manualni,67,0
Hyundai,I30,1.5,5,506890,Benzin,Manualni,70,0
Fiat,500X,1.0,3,507000,Benzin,Manualni,88,2
Peugeot,2008,1.2,1,507990,Benzin,Manualni,74,0
Volkswagen,Passat,2.0,166517,508000,Nafta,Automaticka,140,5
Skoda,Superb,2.0,141030,508000,Nafta,Automaticka,140,5
Skoda,Superb,2.0,136228,508000,Nafta,Automaticka,110,5
Toyota,Yaris,1.5,0,508000,Hybridni,Automaticka,87,0
Skoda,Superb,2.0,157623,508000,Nafta,Automaticka,110,4
Volkswagen,Tiguan Allspace,2.0,163906,508000,Nafta,Manualni,110,6
Skoda,Superb,2.0,171624,508000,Nafta,Automaticka,110,3
Hyundai,I30,1.5,4922,508000,Benzin,Manualni,118,1
Nissan,Juke,1.0,5,508500,Benzin,Manualni,84,1
Dacia,Sandero,1.0,11,508900,Benzin,Automaticka,67,1
Mazda,2,1.5,5,508950,Hybridni,Automaticka,85,1
Porsche,Cayman,2.7,159875,509000,Benzin,Manualni,180,19
Ford,Kuga,2.5,102000,509000,Hybridni,Automaticka,165,4
Ford,Ranger,3.2,171000,509000,Nafta,Manualni,147,7
Hyundai,Tucson,1.6,72634,509000,Nafta,Manualni,85,4
Seat,Ateca,2.0,165798,509000,Nafta,Manualni,110,4
Renault,Clio,1.0,2,509000,Benzin,Automaticka,67,0
Renault,Koleos,2.0,114538,509000,Nafta,Automaticka,130,6
Seat,Alhambra,2.0,178740,509000,Nafta,Automaticka,110,5
Volkswagen,Golf Variant,1.5,36480,509000,Benzin,Manualni,110,4
Opel,Astra,1.2,0,509000,Benzin,Manualni,81,0
Mazda,Cx 30,2.0,27579,509000,Benzin,Manualni,90,4
Mazda,2 Hybrid,1.5,1,509500,Benzin,Automaticka,85,1
Mg,Zs,1.0,5,509800,Benzin,Automaticka,82,2
Ford,Puma,1.0,10,509800,Benzin,Manualni,92,0
Mg,Zs,1.5,0,509900,Benzin,Manualni,85,0
Dacia,Jogger,1.0,13,509900,Benzin,Manualni,74,0
Mg,Zs,1.5,0,509900,Benzin,Manualni,85,1
Seat,Arona,1.0,35000,509900,Benzin,Manualni,70,2
Fiat,Tipo,1.6,26728,509900,Nafta,Manualni,96,1
Toyota,Corolla,1.5,3,509900,Benzin,Automaticka,92,1
Seat,Arona,1.0,0,509900,Benzin,Automaticka,85,1
Peugeot,2008,1.2,3,509900,Benzin,Manualni,74,0
Fiat,Tipo,1.6,25836,509900,Nafta,Manualni,96,1
Seat,Leon,1.5,0,509900,Benzin,Manualni,85,0
Fiat,Tipo,1.6,22940,509900,Nafta,Manualni,96,1
Dacia,Jogger,1.0,0,509900,Benzin,Manualni,74,1
Citroen,C4,1.2,0,509900,Benzin,Manualni,96,0
Seat,Arona,1.0,25000,509900,Benzin,Automaticka,81,2
Ford,Puma,1.0,14500,509900,Benzin,Automaticka,114,2
Fiat,Tipo,1.6,31879,509900,Nafta,Manualni,96,1
Kia,Cee D,1.5,5,509980,Benzin,Manualni,104,0
Opel,Astra,1.2,5,509990,Benzin,Manualni,81,1
Peugeot,2008,1.2,1,509990,Benzin,Manualni,74,0
Volkswagen,Arteon,2.0,188385,509999,Benzin,Automaticka,140,5
BMW,X1,1.5,76472,509999,Benzin,Automaticka,103,5
Audi,A7,3.0,236897,509999,Nafta,Automaticka,160,9
Mazda,2,1.5,16611,509999,Hybridni,Automaticka,68,1
BMW,Rada 5,2.0,232789,509999,Nafta,Automaticka,140,7
Mazda,Cx 30,2.0,55100,510000,Benzin,Manualni,132,5
Volkswagen,Tiguan,1.4,60629,510000,Benzin,Manualni,110,9
Volkswagen,Tiguan,1.4,60629,510000,Benzin,Manualni,110,9
Toyota,Camry,2.5,124600,510000,Benzin,Automaticka,133,6
Hyundai,Tucson,2.0,83052,510000,Nafta,Automaticka,136,5
Kia,Xcee D,1.6,46406,510000,Nafta,Automaticka,100,5
Mazda,Cx 30,2.0,48252,510000,Benzin,Manualni,132,6
Mazda,Cx 5,2.2,78950,510000,Nafta,Manualni,135,5
Renault,Megane,1.3,48200,510000,Benzin,Manualni,103,3
Mitsubishi,Pajero,3.2,154135,510000,Nafta,Automaticka,140,9
Volkswagen,T Roc,2.0,101000,510000,Nafta,Automaticka,110,8
Dacia,Duster,0.0,0,510500,Benzin,Manualni,96,0
Dacia,Jogger,1.0,12,511400,Benzin,Manualni,74,1
Jeep,Avenger,1.2,1,511900,Benzin,Manualni,74,0
Jeep,Avenger,1.2,5,511900,Benzin,Manualni,74,0
Peugeot,2008,1.2,1,511990,Benzin,Manualni,74,0
Dacia,Jogger,1.0,0,512000,Benzin,Manualni,81,0
Opel,Astra,1.2,0,512073,Benzin,Manualni,81,1
Dacia,Jogger,1.0,5,512400,Benzin,Manualni,67,1
Dacia,Jogger,1.0,3,512900,Benzin,Manualni,81,0
Dacia,Jogger,1.0,0,512900,Benzin,Manualni,81,1
Nissan,Juke,1.0,5,512900,Benzin,Automaticka,86,0
Dacia,Jogger,1.0,0,512900,Benzin,Manualni,74,0
Dacia,Jogger,1.0,5,512900,Benzin,Manualni,81,1
Peugeot,2008,1.2,1,512990,Benzin,Manualni,74,0
Seat,Leon,1.5,29836,513000,Benzin,Manualni,96,4
Volkswagen,Passat,2.0,171730,513000,Nafta,Automaticka,147,4
Dacia,Duster,0.0,0,513500,Benzin,Manualni,96,0
Dacia,Jogger,1.0,0,513900,Benzin,Manualni,81,1
Kia,Cee D,1.5,5,513980,Benzin,Manualni,103,0
Toyota,Corolla,2.0,99500,514000,Hybridni,Automaticka,132,5
Peugeot,208,1.2,10,514000,Hybridni,Automaticka,74,0
Citroen,C4,1.2,1500,514000,Benzin,Manualni,96,1
Volkswagen,Passat Variant,2.0,153934,514000,Nafta,Automaticka,140,6
Kia,Sportage,1.6,43956,514250,Benzin,Automaticka,132,3
MercedesBenz,Tridy V,2.1,458000,514250,Nafta,Automaticka,120,10
Nissan,Navara,2.3,125000,514900,Nafta,Automaticka,140,8
Mg,Mg3,1.5,1,514900,Hybridni,Automaticka,143,1
Toyota,Corolla,1.5,3,514900,Benzin,Manualni,92,1
Kia,Cee D,1.5,0,514900,Benzin,Manualni,103,1
Citroen,C4,1.2,2,514900,Benzin,Automaticka,74,0
Kia,Cee D,1.5,0,514900,Benzin,Manualni,103,0
Citroen,C4,1.2,5,514901,Benzin,Manualni,75,0
Kia,Cee D,1.5,0,514980,Benzin,Manualni,103,1
Kia,Cee D,1.5,5,514980,Benzin,Manualni,103,0
Toyota,C Hr,2.0,54620,514999,Hybridni,Automaticka,112,5
Hyundai,Tucson,1.6,63579,515000,Benzin,Manualni,110,4
Peugeot,3008,2.0,118000,515000,Nafta,Automaticka,133,8
Volkswagen,Passat Variant,2.0,152996,515000,Nafta,Automaticka,110,4
Volkswagen,Passat Variant,2.0,153414,515000,Nafta,Automaticka,147,4
Peugeot,5008,1.2,34574,515000,Benzin,Automaticka,96,6
Peugeot,2008,1.2,1100,515000,Benzin,Manualni,74,1
Dacia,Jogger,1.0,5,515000,Benzin,Manualni,81,0
Renault,Arkana,1.3,30139,515000,Benzin,Automaticka,103,3
Peugeot,Rifter,1.5,61000,515000,Nafta,Manualni,96,4
Nissan,X Trail,1.3,56423,515000,Benzin,Automaticka,117,5
Opel,Grandland,1.2,54197,515000,Benzin,Automaticka,96,3
Kia,Niro,1.6,54994,515000,Hybridni,Automaticka,104,4
Jeep,Cherokee,2.2,93000,515000,Nafta,Automaticka,143,7
Honda,Civic,1.5,65405,515000,Benzin,Automaticka,134,4
Jeep,Grand Cherokee,3.0,97543,515000,Nafta,Automaticka,184,10
Kia,Cee D,1.5,34823,515000,Benzin,Automaticka,118,3
Mazda,2 Hybrid,1.5,0,515000,Hybridni,Automaticka,85,0
Mazda,2 Hybrid,1.5,700,515000,Hybridni,Automaticka,85,1
Mg,Zs,1.0,0,515000,Benzin,Automaticka,82,1
Renault,Arkana,1.6,47220,515000,Hybridni,Automaticka,105,3
Fiat,Doblo,1.5,2,515800,Nafta,Manualni,75,2
Hyundai,I30,1.5,10,515890,Benzin,Manualni,70,0
Mg,Zs,1.5,5,515890,Benzin,Manualni,85,0
Mg,Zs,1.5,1,515900,Benzin,Manualni,85,0
Mg,Zs,1.0,10,515900,Benzin,Automaticka,82,1
Mg,Zs,1.5,0,515900,Benzin,Manualni,85,0
Mg,Zs,1.5,5,515900,Benzin,Manualni,85,0
Ford,Puma,1.0,13,516800,Benzin,Manualni,92,0
Hyundai,I30,1.5,5,516890,Benzin,Manualni,70,0
Hyundai,I30,1.0,5,516890,Benzin,Manualni,74,0
Hyundai,I30,1.5,10,516890,Benzin,Manualni,70,0
Audi,A4,2.0,166946,517000,Nafta,Automaticka,110,6
Dacia,Jogger,1.0,1,517000,Benzin,Manualni,81,1
Volkswagen,Passat,2.0,110255,517000,Nafta,Automaticka,110,4
Mitsubishi,Asx,1.3,10,517960,Benzin,Manualni,103,1
Citroen,C3 Aircross,1.2,2,518000,Benzin,Manualni,74,0
Volkswagen,Tiguan,2.0,115552,518000,Nafta,Manualni,110,5
Peugeot,2008,1.5,41651,518000,Nafta,Automaticka,96,4
Skoda,Superb,2.0,147585,518000,Nafta,Manualni,110,5
Volkswagen,Touran,1.5,173063,518000,Benzin,Automaticka,110,6
Skoda,Kamiq,1.0,7181,518000,Benzin,Manualni,81,4
Skoda,Karoq,1.5,71460,518000,Benzin,Automaticka,110,4
Audi,A4,2.0,93620,518000,Nafta,Automaticka,120,5
Ford,Puma,1.0,0,518400,Hybridni,Manualni,92,0
Ford,Puma,1.0,0,518400,Benzin,Manualni,92,0
Ford,Puma,1.0,1,518400,Benzin,Manualni,92,0
Mazda,Cx 30,2.0,34457,518888,Benzin,Manualni,90,4
Skoda,Superb,2.0,144479,518900,Nafta,Automaticka,110,5
Volkswagen,Sharan,2.0,187070,518900,Nafta,Automaticka,110,6
Opel,Astra,1.2,0,518990,Benzin,Manualni,81,1
Opel,Astra,1.2,0,518993,Benzin,Manualni,81,1
Toyota,Hilux,2.4,239855,518999,Nafta,Manualni,110,8
Audi,A6 Avant,3.0,212000,519000,Nafta,Automaticka,210,7
Kia,Cee D,1.5,7,519000,Benzin,Manualni,103,0
Ford,S Max,2.0,178197,519000,Nafta,Manualni,110,5
Ford,Kuga,2.5,120000,519000,Hybridni,Automaticka,165,5
Ford,Mondeo,2.0,104000,519000,Nafta,Automaticka,140,5
Kia,Proceed,1.6,83859,519000,Benzin,Automaticka,150,6
Seat,Alhambra,2.0,150000,519000,Nafta,Automaticka,110,6
MercedesBenz,Gl,5.5,153043,519000,Benzin,Automaticka,285,13
MercedesBenz,Tridy E,2.0,203802,519000,Nafta,Automaticka,143,6
Hyundai,I30,1.5,25000,519000,Benzin,Manualni,117,3
Jeep,Grand Cherokee,5.7,148000,519000,Benzin,Automaticka,259,8
Volvo,V60,2.0,143000,519000,Nafta,Automaticka,110,4
Renault,Trafic,1.6,69900,519000,Nafta,Manualni,107,6
Volkswagen,Passat Variant,2.0,156670,519000,Nafta,Automaticka,140,6
Peugeot,308,1.2,2780,519000,Benzin,Automaticka,96,2
MercedesBenz,Tridy E,2.0,180401,519000,Nafta,Automaticka,143,6
Seat,Ateca,2.0,131375,519000,Nafta,Automaticka,140,7
Audi,A1,1.0,33600,519000,Benzin,Automaticka,70,4
Toyota,Yaris,1.5,15000,519000,Hybridni,Automaticka,85,1
BMW,Rada 2,3.0,125167,519000,Benzin,Automaticka,240,10
Volkswagen,Passat,2.0,138000,519000,Nafta,Automaticka,110,3
Fiat,500X,1.0,3,519000,Benzin,Manualni,88,2
Volkswagen,Tiguan Allspace,2.0,183210,519000,Nafta,Automaticka,110,6
Seat,Tarraco,2.0,124505,519000,Nafta,Manualni,110,6
Hyundai,I30,1.5,5654,519000,Benzin,Manualni,117,2
Mg,Zs,1.0,1,519000,Benzin,Automaticka,82,1
Skoda,Superb,2.0,176928,519000,Nafta,Automaticka,110,4
Citroen,C5 Aircross,2.0,116600,519000,Nafta,Automaticka,130,5
Skoda,Superb,2.0,186998,519000,Nafta,Automaticka,140,5
Volvo,Xc40,1.5,44381,519000,Benzin,Manualni,120,6
Opel,Crossland,1.2,22500,519090,Benzin,Manualni,81,1
Seat,Arona,1.0,5,519400,Benzin,Manualni,70,1
Renault,Arkana,1.3,40204,519900,Benzin,Automaticka,103,4
Citroen,C4,1.5,22500,519900,Nafta,Automaticka,96,2
Hyundai,I30,1.5,21262,519900,Benzin,Automaticka,117,2
Renault,Arkana,1.6,58072,519900,Benzin,Automaticka,69,4
Kia,Cee D Sw,1.5,7,519900,Benzin,Manualni,103,0
Fiat,500X,1.0,10,519900,Benzin,Manualni,74,2
Dacia,Jogger,1.0,1,519900,Benzin,Manualni,81,1
Toyota,Yaris,1.5,8900,519900,Hybridni,Automaticka,68,1
Kia,Cee D,1.5,0,519900,Benzin,Manualni,103,0
Mg,Zs,1.0,5,519900,Benzin,Automaticka,82,0
Mg,Mg3,1.5,0,519900,Hybridni,Automaticka,143,1
Toyota,Proace City Verso,1.2,1,519900,Benzin,Manualni,81,0
Seat,Leon,1.5,0,519900,Benzin,Manualni,85,0
Seat,Arona,1.0,0,519900,Benzin,Manualni,85,1
Nissan,Townstar,1.3,57,519900,Benzin,Manualni,96,3
Volkswagen,Golf,2.0,37639,519900,Nafta,Manualni,85,3
Opel,Astra,1.2,5,519900,Benzin,Manualni,81,1
Hyundai,I30,1.5,15826,519900,Benzin,Automaticka,117,2
Toyota,Yaris,1.5,8000,519900,Hybridni,Automaticka,68,1
Mg,Zs,1.0,10,519900,Benzin,Automaticka,82,1
Opel,Insignia,2.0,123900,519900,Benzin,Automaticka,125,4
Nissan,Juke,1.0,3037,519900,Benzin,Automaticka,84,1
Kia,Cee D Sw,1.5,5,519980,Benzin,Manualni,103,0
Kia,Cee D,1.5,5,519980,Benzin,Automaticka,103,0
Citroen,C4 Spacetourer,1.5,68266,519990,Nafta,Automaticka,96,4
Jeep,Compass,1.3,96847,519990,Benzin,Automaticka,110,3
Hyundai,Tucson,1.6,21256,519990,Benzin,Manualni,110,4
Peugeot,308,1.5,51794,519990,Nafta,Automaticka,96,3
Peugeot,Rifter,1.5,96477,519990,Nafta,Automaticka,96,5
Audi,A4 Allroad,3.0,213000,519990,Nafta,Automaticka,160,8
Citroen,C4,1.2,2,519990,Benzin,Automaticka,96,0
Hyundai,Tucson,1.6,31410,519990,Benzin,Manualni,110,4
Peugeot,3008,2.0,51117,519990,Nafta,Automaticka,130,5
Seat,Ateca,1.5,62800,519990,Benzin,Manualni,110,4
Dacia,Duster,1.3,24109,519990,Benzin,Automaticka,110,3
Renault,Arkana,1.3,36200,519990,Benzin,Automaticka,103,4
Ford,Focus,1.0,59000,519990,Benzin,Automaticka,114,2
Dacia,Duster,1.2,16401,519990,Benzin,Manualni,96,1
BMW,X1,1.5,64669,519999,Benzin,Automaticka,103,5
Audi,A6,3.0,182400,519999,Nafta,Automaticka,200,9
BMW,X1,1.5,43820,519999,Benzin,Automaticka,103,5
Ford,Ranger,3.2,149400,519999,Nafta,Manualni,147,8
Peugeot,508,1.6,50729,519999,Benzin,Automaticka,133,6
Mazda,2,1.5,7398,519999,Hybridni,Automaticka,68,1
BMW,Rada 3,2.0,89534,519999,Nafta,Automaticka,140,6
Volkswagen,Multivan,2.0,265778,519999,Nafta,Automaticka,103,11
Volkswagen,Touran,1.4,103429,519999,Benzin,Automaticka,110,8
Volkswagen,Passat,2.0,174222,519999,Nafta,Automaticka,140,6
BMW,Rada 4,2.0,159484,519999,Nafta,Manualni,140,7
Skoda,Octavia,2.0,77461,520000,Benzin,Automaticka,180,7
Skoda,Karoq,1.5,98043,520000,Benzin,Manualni,110,5
Seat,Tarraco,2.0,158000,520000,Nafta,Manualni,110,5
Honda,Cr V,1.5,68000,520000,Benzin,Manualni,127,7
Volkswagen,Touareg,3.0,145450,520000,Nafta,Automaticka,193,9
Mazda,Cx 5,2.5,122955,520000,Benzin,Automaticka,143,6
Seat,Tarraco,1.5,77658,520000,Benzin,Manualni,110,6
Mazda,Cx 5,2.5,105749,520000,Benzin,Automaticka,143,7
Mazda,Cx 5,2.5,152000,520000,Benzin,Automaticka,143,5
Subaru,Outback,2.5,111260,520000,Benzin,Automaticka,129,6
Skoda,Superb,1.4,118533,520000,Hybridni,Automaticka,160,3
Hyundai,Tucson,1.6,48398,520000,Benzin,Manualni,110,3
Skoda,Kodiaq,2.0,157876,520000,Nafta,Automaticka,110,8
Seat,Leon,1.5,28558,520000,Benzin,Automaticka,110,5
MercedesBenz,Tridy E,2.0,250000,520000,Nafta,Automaticka,143,7
Hyundai,Tucson,2.0,56225,520000,Nafta,Automaticka,136,6
Hyundai,Tucson,2.0,56225,520000,Nafta,Automaticka,136,6
Hyundai,Tucson,1.6,48398,520000,Benzin,Manualni,110,3
Peugeot,2008,1.2,0,520000,Benzin,Manualni,74,0
Peugeot,3008,1.6,43671,520000,Benzin,Automaticka,121,7
BMW,X5,3.0,248000,520000,Nafta,Automaticka,230,10
Opel,Corsa,1.2,0,520090,Hybridni,Automaticka,74,0
Nissan,Navara,2.3,182000,520300,Nafta,Manualni,140,5
Seat,Ateca,1.4,52037,520300,Benzin,Automaticka,110,7
Citroen,C4,1.2,5,520400,Benzin,Manualni,96,1
Dacia,Duster,1.2,6,520500,Benzin,Manualni,96,0
Dacia,Duster,1.2,10,520800,Benzin,Manualni,74,0
Skoda,Karoq,2.0,170966,521000,Nafta,Automaticka,110,5
Dacia,Duster,1.2,5,521400,Benzin,Manualni,96,0
Dacia,Jogger,1.0,0,521400,Benzin,Manualni,81,0
Opel,Mokka,1.2,0,521990,Benzin,Automaticka,96,0
Volkswagen,Passat,2.0,154273,522000,Nafta,Automaticka,140,6
Skoda,Karoq,2.0,191845,522000,Nafta,Automaticka,110,4
Mg,Hs,1.5,19633,522000,Benzin,Manualni,119,2
Dacia,Jogger,1.0,0,522400,Benzin,Manualni,81,0
Jeep,Avenger,1.2,5,522900,Benzin,Manualni,74,0
Toyota,Corolla,1.5,0,522912,Benzin,Manualni,92,3
Ford,Kuga,1.5,96069,523000,Nafta,Automaticka,88,4
Volkswagen,Passat,2.0,143558,523000,Nafta,Automaticka,110,5
Volkswagen,Passat Variant,2.0,187726,524000,Nafta,Automaticka,147,4
Volkswagen,Passat Variant,2.0,140450,524000,Nafta,Automaticka,110,4
Skoda,Superb,1.4,149848,524000,Hybridni,Automaticka,160,4
Jeep,Grand Cherokee,3.0,175953,524000,Nafta,Automaticka,184,9
Mg,Ostatni,1.5,10,524900,Hybridni,Automaticka,143,1
Seat,Leon,1.5,10304,524900,Benzin,Manualni,96,2
Mg,Mg3,1.5,0,524900,Hybridni,Automaticka,143,0
Kia,Cee D,1.5,5,524980,Benzin,Manualni,103,0
Mazda,Cx 30,2.0,57000,525000,Benzin,Manualni,110,4
Peugeot,2008,1.2,1,525000,Benzin,Manualni,74,0
Mitsubishi,Outlander,2.0,53156,525000,Benzin,Automaticka,110,5
Volkswagen,Tiguan,2.0,156000,525000,Nafta,Automaticka,110,4
Peugeot,2008,1.2,1,525000,Benzin,Manualni,100,0
Hyundai,I30,1.5,24863,525000,Benzin,Manualni,117,2
Volvo,Xc60,2.0,178100,525000,Nafta,Automaticka,140,7
Skoda,Karoq,1.5,72200,525000,Benzin,Automaticka,110,5
Mg,Zs,1.0,5,525000,Benzin,Automaticka,82,2
Renault,Captur,1.3,32000,525000,Benzin,Manualni,103,3
Dacia,Duster,1.0,2,525400,Benzin,Manualni,74,0
Dacia,Duster,1.0,3,525400,Benzin,Manualni,74,0
Dacia,Jogger,1.0,10,525400,Benzin,Manualni,81,1
Renault,Captur,1.0,10,525500,Benzin,Manualni,67,0
Seat,Leon,1.5,10,525900,Benzin,Manualni,88,0
Seat,Leon,1.5,5,525900,Benzin,Manualni,85,0
Mazda,6,2.5,59000,525900,Benzin,Automaticka,143,7
Nissan,Juke,1.0,1,525900,Benzin,Automaticka,84,1
Kia,Cee D,1.5,4000,525980,Benzin,Manualni,103,1
Volkswagen,Passat,2.0,107852,526000,Nafta,Automaticka,140,6
Peugeot,2008,1.2,1,526000,Benzin,Manualni,74,0
Dacia,Jogger,1.0,12,526400,Benzin,Manualni,81,0
Dacia,Jogger,1.0,5,526400,Benzin,Manualni,81,0
Hyundai,I30,1.5,10,526890,Benzin,Manualni,70,0
Hyundai,I30,1.5,5,526890,Benzin,Manualni,70,0
Mg,Hs,1.5,21450,526900,Benzin,Automaticka,119,2
Mazda,Mx 5,2.0,78729,527000,Benzin,Manualni,118,8
Volkswagen,Tiguan,2.0,182633,527000,Nafta,Automaticka,140,5
Volkswagen,Passat,2.0,178158,527000,Nafta,Automaticka,147,4
Citroen,C4,1.2,5,527401,Benzin,Automaticka,96,0
Ford,Puma,1.0,15,527800,Benzin,Manualni,92,0
Ford,Puma,1.0,10,527800,Benzin,Manualni,92,0
Citroen,C4,1.2,1,527899,Benzin,Automaticka,96,1
Dacia,Jogger,1.0,0,527900,Benzin,Manualni,81,0
Dacia,Jogger,1.0,5,527900,Benzin,Manualni,81,1
Dacia,Jogger,1.0,500,527900,Benzin,Manualni,81,0
